Read_Name,Read_Sequence,Sample_ID,Pool_ID,Site,City,Date,Mapping_Type,Non-Circulating_Best_Strain,Non-Circulating_Percent_Identity,Circulating_Best_Strain,Circulating_Percent_Identity,C/N_Ratio
SYN_391_6563_6712_384_-_14563_1_.__0889 ,,,,,,,both,NY5,86.66666667,OM203601,100,1.153846154
SYN_20_7835_7984_360_+_15835_1_._0516 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_171_4884_5033_402_-_12884_1_._HXB2$Huma_0170 ,,,,,,,both,HXB2,100,MK169545,100,1
SYN_225_6043_6192_458_-_14043_1_.__0721 ,,,,,,,both,YU-2,56.66666667,ON816670,100,1.764705882
SYN_88_3627_3776_363_+_11627_1_._0586 ,,,,,,,both,Bru,95.33333333,OM203601,100,1.048951049
SYN_229_7066_7215_387_+_15066_1_.__0725 ,,,,,,,both,YU-2,94.66666667,ON816670,100,1.056338028
SYN_75_3939_4088_386_-_11939_1_._HXB2$Hum_0075 ,,,,,,,both,HXB2,100,OM207113,97.33333333,0.973333333
SYN_166_1941_2090_414_-_9941_1_._0165 ,,,,,,,both,YU-2,97.33333333,OM203601,100,1.02739726
SYN_18_6624_6773_401_+_14624_1_._0019 ,,,,,,,both,HXB2,85.41666667,ON816670,100,1.170731707
SYN_185_4216_4365_377_-_12216_1_._HXB2$Huma_0184 ,,,,,,,both,HXB2,100,KX505739,98.66666667,0.986666667
SYN_40_3824_3973_321_+_11824_1_._HXB2$Hum_0537 ,,,,,,,both,HXB2,100,MW753604,98.66666667,0.986666667
SYN_461_1845_1994_352_-_9845_1_._0959 ,,,,,,,both,Bru,96,OM203601,100,1.041666667
SYN_173_6467_6616_300_-_14467_1_._HXB2$Huma_0172 ,,,,,,,both,Bru,100,MK499378,98.66666667,0.986666667
SYN_62_2646_2795_349_+_10646_1_._0558 ,,,,,,,both,YU-2,96,ON816670,100,1.041666667
SYN_424_8810_8959_368_+_16810_1_.__0420 ,,,,,,,both,HXB2,94.11764706,MK114636,100,1.0625
SYN_282_3890_4039_286_-_11890_1_.__0780 ,,,,,,,both,Bru,92.66666667,OM203601,100,1.079136691
SYN_487_2128_2277_332_+_10128_1_.__0483 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_230_1700_1849_404_-_9700_1_._Vector_pLVX.TRE_0230 ,,,,,,,both,Bru,99.33333333,PQ511571,98.66666667,0.993288591
SYN_103_1589_1738_345_+_9589_1_._Vector_pLVX.TRE_0104 ,,,,,,,both,HXB2,100,KX505739,96.66666667,0.966666667
SYN_259_6032_6181_381_-_14032_1_.__0257 ,,,,,,,both,NY5,88.66666667,OM203601,100,1.127819549
SYN_480_5168_5317_430_-_13168_1_.__0976 ,,,,,,,both,YU-2,89.33333333,MK114636,99.33333333,1.111940299
SYN_82_1240_1389_355_+_9240_1_._HXB2$Hu_0579 ,,,,,,,both,Bru,100,OM208257,99.33333333,0.993333333
SYN_435_1261_1410_414_-_9261_1_._Vector_pLVX.TR_0934 ,,,,,,,both,HXB2,99.33333333,MT744335,98.66666667,0.993288591
SYN_262_1871_2020_331_-_9871_1_._0758 ,,,,,,,both,Bru,98,ON816670,99.33333333,1.013605442
SYN_252_7356_7505_396_-_15356_1_.__0251 ,,,,,,,both,YU-2,96.66666667,OM203601,100,1.034482759
SYN_3_1370_1519_321_-_9370_1_0499 ,,,,,,,both,NL4-3,94,ON816670,100,1.063829787
SYN_17_5163_5312_431_-_13163_1_._0513 ,,,,,,,both,YU-2,98,ON816670,100,1.020408163
SYN_288_3409_3558_334_+_11409_1_._HXB2$Huma_0286 ,,,,,,,both,HXB2,100,MW262776,98.66666667,0.986666667
SYN_311_965_1114_389_-_8965_1_0309 ,,,,,,,both,Bru,96,OM203601,100,1.041666667
SYN_13_6925_7074_395_-_14925_1_._0509 ,,,,,,,both,Bru,90.66666667,MK114636,100,1.102941176
SYN_391_4202_4351_384_-_12202_1_.__0887 ,,,,,,,both,Bru,98.66666667,ON816258,100,1.013513514
SYN_234_6187_6336_435_-_14187_1_.__0233 ,,,,,,,both,YU-2,70.06802721,OM203601,100,1.427184466
SYN_130_8539_8688_353_+_16539_1_.__0626 ,,,,,,,both,HXB2,90,ON816670,100,1.111111111
SYN_277_7791_7940_448_+_15791_1_.__0275 ,,,,,,,both,NL4-3,93.75,OM203601,100,1.066666667
SYN_495_3766_3915_375_+_11766_1_.__0491 ,,,,,,,both,HXB2,97.33333333,MK114636,100,1.02739726
SYN_352_8406_8555_273_-_16406_1_.__0848 ,,,,,,,both,NL4-3,94.66666667,ON816670,100,1.056338028
SYN_261_3774_3923_396_-_11774_1_.__0259 ,,,,,,,both,Bru,92,OM203601,100,1.086956522
SYN_480_745_894_430_+_8745_1_._HXB2$Hum_0977 ,,,,,,,both,Bru,100,OQ092466,98.66666667,0.986666667
SYN_110_5114_5263_350_+_13114_1_.__0608 ,,,,,,,both,YU-2,90,OM203601,100,1.111111111
SYN_200_3972_4121_318_-_11972_1_.__0200 ,,,,,,,both,Bru,92.66666667,ON816670,100,1.079136691
SYN_469_1457_1606_286_+_9457_1_._Vector_pLVX.TRE_0968 ,,,,,,,both,Bru,100,PQ511571,99.33333333,0.993333333
SYN_40_3824_3973_321_+_11824_1_._HXB2$Hum_0041 ,,,,,,,both,HXB2,100,KX505739,98,0.98
SYN_499_459_608_367_-_8459_1_0995 ,,,,,,,both,NL4-3,97.33333333,ON816670,100,1.02739726
SYN_259_8755_8904_381_-_16755_1_.__0755 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_216_952_1101_396_-_8952_1_0712 ,,,,,,,both,HXB2,94.66666667,ON816670,100,1.056338028
SYN_117_7396_7545_304_+_15396_1_._HXB2$Huma_0116 ,,,,,,,both,HXB2,100,OR496826,95.33333333,0.953333333
SYN_212_5768_5917_444_+_13768_1_.__0212 ,,,,,,,both,YU-2,59.16666667,ON816670,100,1.690140845
SYN_196_5251_5400_384_+_13251_1_._Vector_pLVX.TRE3_0695 ,,,,,,,both,Bru,99.33333333,MK115343,95.33333333,0.959731544
SYN_186_4257_4406_387_-_12257_1_.__0684 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_284_6835_6984_335_+_14835_1_.__0283 ,,,,,,,both,NL4-3,94.66666667,ON816670,100,1.056338028
SYN_213_5225_5374_386_+_13225_1_.__0211 ,,,,,,,both,YU-2,90,MK114636,100,1.111111111
SYN_324_8771_8920_350_+_16771_1_.__0820 ,,,,,,,both,NL4-3,95.33333333,ON816670,100,1.048951049
SYN_466_6483_6632_393_+_14483_1_.__0462 ,,,,,,,both,NY5,86,MK114636,100,1.162790698
SYN_405_6573_6722_367_-_14573_1_._HXB2$Huma_0402 ,,,,,,,both,Bru,100,OM207542,98.66666667,0.986666667
SYN_42_2729_2878_405_-_10729_1_._0538 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_375_977_1126_342_-_8977_1_0871 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_461_1446_1595_352_-_9446_1_._HXB2$Hum_0958 ,,,,,,,both,Bru,100,MK383431,99.33333333,0.993333333
SYN_194_1059_1208_348_-_9059_1__0692 ,,,,,,,both,Bru,93.33333333,OM203601,100,1.071428571
SYN_234_7550_7699_435_-_15550_1_.__0730 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_491_7244_7393_339_+_15244_1_.__0487 ,,,,,,,both,NY5,88.66666667,MK114636,100,1.127819549
SYN_409_2153_2302_344_-_10153_1_._Vector_pLVX.TRE_0408 ,,,,,,,both,HXB2,72.48322148,MW881680,72.48322148,1
SYN_184_3042_3191_398_+_11042_1_.__0184 ,,,,,,,both,YU-2,98,ON816670,100,1.020408163
SYN_53_1181_1330_382_-_9181_1_0549 ,,,,,,,both,YU-2,89.79591837,MK114636,100,1.113636364
SYN_100_945_1094_366_-_8945_1_0598 ,,,,,,,both,Bru,94,OM203601,99.33333333,1.056737589
SYN_275_6885_7034_365_+_14885_1_._HXB2$Huma_0273 ,,,,,,,both,HXB2,100,MK115138,84.72222222,0.847222222
SYN_441_5578_5727_395_-_13578_1_._HXB2$Huma_0938 ,,,,,,,both,Bru,100,MT745568,98,0.98
SYN_164_4882_5031_371_+_12882_1_._Vector_pLVX.TRE3_0165 ,,,,,,,both,Bru,97.31543624,OQ092463,95.97315436,0.986206897
SYN_68_152_301_439_+_8152__0068 ,,,,,,,both,Bru,85.81560284,MK114636,100,1.165289256
SYN_300_6111_6260_379_+_14111_1_.__0798 ,,,,,,,both,Bru,85.33333333,OM203601,100,1.171875
SYN_198_4109_4258_401_-_12109_1_.__0198 ,,,,,,,both,NL4-3,93.33333333,ON816670,100,1.071428571
SYN_333_8103_8252_372_-_16103_1_.__0330 ,,,,,,,both,Bru,90.66666667,MK114636,100,1.102941176
SYN_30_7601_7750_342_-_15601_1_._0030 ,,,,,,,both,NL4-3,92.66666667,OM203601,100,1.079136691
SYN_448_8658_8807_362_+_16658_1_.__0946 ,,,,,,,both,Bru,57.26495726,OM203601,100,1.746268657
SYN_250_5205_5354_430_+_13205_1_._HXB2$Huma_0248 ,,,,,,,both,Bru,100,OQ092463,98.66666667,0.986666667
SYN_85_1623_1772_322_-_9623_1__0583 ,,,,,,,both,YU-2,94,OM203601,100,1.063829787
SYN_386_5193_5342_321_-_13193_1_.__0882 ,,,,,,,both,YU-2,92.66666667,MK114636,100,1.079136691
SYN_221_1391_1540_390_-_9391_1_._HXB2$Hum_0718 ,,,,,,,both,Bru,100,MT744335,100,1
SYN_366_8308_8457_352_+_16308_1_.__0864 ,,,,,,,both,HXB2,89.26174497,OM203601,100,1.120300752
SYN_138_1089_1238_361_-_9089_1_._HXB2$Hu_0635 ,,,,,,,both,HXB2,100,OR496826,97.33333333,0.973333333
SYN_66_3636_3785_360_-_11636_1_._HXB2$Hum_0563 ,,,,,,,both,HXB2,99.33333333,MW262776,98,0.986577181
SYN_249_4772_4921_413_+_12772_1_.__0249 ,,,,,,,both,Bru,95.52238806,ON816670,100,1.046875
SYN_245_5735_5884_342_-_13735_1_.__0243 ,,,,,,,both,HXB2,88,MK114636,99.33333333,1.128787879
SYN_171_5589_5738_402_-_13589_1_.__0667 ,,,,,,,both,HXB2,90.08264463,MK114636,100,1.110091743
SYN_391_523_672_384_-_8523_1_0388 ,,,,,,,both,NL4-3,94,MK114636,100,1.063829787
SYN_195_2815_2964_389_+_10815_1_.__0691 ,,,,,,,both,HXB2,96,ON816670,100,1.041666667
SYN_451_2636_2785_334_-_10636_1_.__0949 ,,,,,,,both,Bru,92.66666667,OM203601,99.33333333,1.071942446
SYN_452_5803_5952_374_+_13803_1_._HXB2$Huma_0949 ,,,,,,,both,HXB2,100,MT744335,96.66666667,0.966666667
SYN_193_2425_2574_369_+_10425_1_.__0193 ,,,,,,,both,YU-2,96.66666667,ON816670,100,1.034482759
SYN_432_3819_3968_423_+_11819_1_._HXB2$Huma_0929 ,,,,,,,both,HXB2,100,MW753604,98.66666667,0.986666667
SYN_277_8561_8710_448_-_16561_1_.__0773 ,,,,,,,both,NY5,100,MK114636,100,1
SYN_184_5614_5763_398_+_13614_1_.__0183 ,,,,,,,both,YU-2,72.78911565,OM203601,100,1.373831776
SYN_200_3972_4121_318_-_11972_1_.__0696 ,,,,,,,both,HXB2,98,ON816670,100,1.020408163
SYN_111_4838_4987_349_-_12838_1_.__0110 ,,,,,,,both,NL4-3,92,MK114636,100,1.086956522
SYN_63_5501_5650_436_-_13501_1_._0559 ,,,,,,,both,YU-2,88.03418803,MK114636,100,1.13592233
SYN_158_3665_3814_349_+_11665_1_.__0654 ,,,,,,,both,Bru,95.33333333,MK114636,100,1.048951049
SYN_407_2645_2794_405_-_10645_1_.__0404 ,,,,,,,both,NL4-3,96,ON816670,100,1.041666667
SYN_225_1680_1829_458_-_9680_1_._0721 ,,,,,,,both,Bru,96,MK114636,100,1.041666667
SYN_126_3837_3986_381_-_11837_1_._HXB2$Huma_0125 ,,,,,,,both,HXB2,100,MW262776,98.66666667,0.986666667
SYN_21_7473_7622_347_-_15473_1_._HXB2$Hum_0022 ,,,,,,,both,Bru,100,MZ662564,91.83673469,0.918367347
SYN_230_379_528_404_+_8379_1_0728 ,,,,,,,both,Bru,91.33333333,OM203601,100,1.094890511
SYN_477_4891_5040_384_+_12891_1_.__0975 ,,,,,,,both,YU-2,92.66666667,OM203601,100,1.079136691
SYN_479_7526_7675_373_+_15526_1_.__0477 ,,,,,,,both,NY5,89.33333333,OM203601,100,1.119402985
SYN_162_5409_5558_392_-_13409_1_.__0658 ,,,,,,,both,YU-2,88,MK114636,100,1.136363636
SYN_124_4810_4959_383_-_12810_1_.__0620 ,,,,,,,both,Bru,94,MK114636,100,1.063829787
SYN_279_7763_7912_404_+_15763_1_.__0277 ,,,,,,,both,Bru,81.08108108,OM203601,100,1.233333333
SYN_462_4310_4459_364_-_12310_1_.__0958 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_50_2643_2792_377_+_10643_1_._0548 ,,,,,,,both,Bru,93.33333333,OM203601,100,1.071428571
SYN_228_2992_3141_296_+_10992_1_.__0228 ,,,,,,,both,YU-2,92.66666667,ON816670,100,1.079136691
SYN_70_6868_7017_419_-_14868_1_._HXB2$Hum_0567 ,,,,,,,both,HXB2,100,OM207345,98,0.98
SYN_244_1725_1874_412_+_9725_1_._HXB2$Hum_0243 ,,,,,,,both,HXB2,100,MW881686,98,0.98
SYN_375_6615_6764_342_-_14615_1_.__0373 ,,,,,,,both,YU-2,86.66666667,OM203601,100,1.153846154
SYN_402_5541_5690_370_+_13541_1_._Vector_pLVX.TRE3_0901 ,,,,,,,both,HXB2,99.33333333,OM206160,97.33333333,0.979865772
SYN_478_597_746_365_-_8597_1_0974 ,,,,,,,both,Bru,96.66666667,MK114636,99.33333333,1.027586207
SYN_359_4016_4165_377_-_12016_1_.__0356 ,,,,,,,both,YU-2,94.66666667,MK114636,100,1.056338028
SYN_412_5376_5525_434_-_13376_1_.__0908 ,,,,,,,both,YU-2,88,MK114636,100,1.136363636
SYN_107_7451_7600_373_+_15451_1_.__0106 ,,,,,,,both,NY5,90.66666667,MK114636,100,1.102941176
SYN_246_3173_3322_323_+_11173_1_.__0742 ,,,,,,,both,YU-2,95.33333333,ON816670,100,1.048951049
SYN_174_5599_5748_362_+_13599_1_.__0172 ,,,,,,,both,Bru,90.66666667,MK114636,100,1.102941176
SYN_55_3773_3922_336_-_11773_1_._0551 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_271_3766_3915_339_+_11766_1_.__0769 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_294_311_460_347_-_8311_1_._Vector_pLVX.T_0793 ,,,,,,,both,HXB2,99.33333333,KX505739,96.66666667,0.973154362
SYN_312_406_555_370_+_8406_1_0808 ,,,,,,,both,NL4-3,96.66666667,ON816670,100,1.034482759
SYN_151_769_918_363_-_8769_1_0151 ,,,,,,,both,NL4-3,96.66666667,ON816670,100,1.034482759
SYN_87_6572_6721_408_+_14572_1_._HXB2$Hum_0584 ,,,,,,,both,HXB2,99.33333333,OR496826,87.07482993,0.876592248
SYN_184_3042_3191_398_+_11042_1_.__0680 ,,,,,,,both,NL4-3,94.66666667,ON816670,99.33333333,1.049295775
SYN_429_7047_7196_381_-_15047_1_._HXB2$Huma_0426 ,,,,,,,both,Bru,100,OM207542,98.66666667,0.986666667
SYN_53_7643_7792_382_-_15643_1_._HXB2$Hum_0550 ,,,,,,,both,Bru,100,KX505739,99.33333333,0.993333333
SYN_60_1711_1860_378_-_9711_1__0558 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_172_7348_7497_392_+_15348_1_._HXB2$Huma_0171 ,,,,,,,both,HXB2,100,OR496826,95.33333333,0.953333333
SYN_214_4352_4501_353_+_12352_1_.__0213 ,,,,,,,both,YU-2,96.66666667,OM203601,100,1.034482759
SYN_34_3577_3726_327_-_11577_1_._0034 ,,,,,,,both,Bru,96.66666667,MK114636,100,1.034482759
SYN_276_1226_1375_387_+_9226_1_._HXB2$Hum_0773 ,,,,,,,both,Bru,100,OM208257,99.33333333,0.993333333
SYN_80_2930_3079_368_+_10930_1_._0576 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_483_2584_2733_372_-_10584_1_.__0981 ,,,,,,,both,Bru,95.33333333,OM203601,100,1.048951049
SYN_9_3658_3807_412_-_11658_1__0505 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_481_4883_5032_388_+_12883_1_.__0477 ,,,,,,,both,YU-2,95.33333333,ON816670,100,1.048951049
SYN_279_79_228_404_+_8079_1_0775 ,,,,,,,both,NL4-3,96.66666667,ON816670,100,1.034482759
SYN_165_4989_5138_393_+_12989_1_.__0165 ,,,,,,,both,YU-2,92,ON816670,100,1.086956522
SYN_92_6944_7093_405_-_14944_1_._0588 ,,,,,,,both,Bru,93.33333333,MK114636,100,1.071428571
SYN_345_6717_6866_341_+_14717_1_.__0841 ,,,,,,,both,HXB2,84,ON816670,99.33333333,1.182539683
SYN_113_445_594_403_-_8445_1_._Vector_pLVX.T_0114 ,,,,,,,both,HXB2,99.33333333,OQ948538,95.33333333,0.959731544
SYN_220_7419_7568_408_-_15419_1_.__0219 ,,,,,,,both,YU-2,96,OM203601,100,1.041666667
SYN_223_1828_1977_384_-_9828_1_._HXB2$Hum_0720 ,,,,,,,both,HXB2,100,ON816965,96,0.96
SYN_497_2304_2453_409_-_10304_1_._HXB2$Huma_0994 ,,,,,,,both,Bru,100,OR496826,99.33333333,0.993333333
SYN_302_4608_4757_420_-_12608_1_.__0301 ,,,,,,,both,Bru,95.33333333,ON816670,100,1.048951049
SYN_51_5178_5327_339_+_13178_1_._0051 ,,,,,,,both,YU-2,86.66666667,OM203601,100,1.153846154
SYN_249_34_183_413_+_8034_1_0247 ,,,,,,,both,NL4-3,94,MK114636,100,1.063829787
SYN_472_1121_1270_304_+_9121_1_._Vector_pLVX.TRE_0471 ,,,,,,,both,HXB2,99.33333333,ON015228,99.33333333,1
SYN_399_980_1129_323_+_8980_1_._0397 ,,,,,,,both,YU-2,84,OM203601,100,1.19047619
SYN_485_1492_1641_401_-_9492_1_._Vector_pLVX.TRE_0984 ,,,,,,,both,HXB2,100,OQ092463,96,0.96
SYN_93_6405_6554_448_+_14405_1_._0093 ,,,,,,,both,NY5,86,MK114636,100,1.162790698
SYN_276_1458_1607_387_-_9458_1_._Vector_pLVX.TRE_0775 ,,,,,,,both,Bru,100,PQ511571,99.33333333,0.993333333
SYN_67_1318_1467_425_+_9318_1__0067 ,,,,,,,both,Bru,94,MK114636,99.33333333,1.056737589
SYN_18_5209_5358_401_+_13209_1_._0514 ,,,,,,,both,YU-2,93.33333333,MK114636,99.33333333,1.064285714
SYN_89_6715_6864_340_+_14715_1_._0585 ,,,,,,,both,NY5,85.33333333,MK114636,99.33333333,1.1640625
SYN_18_6167_6316_401_+_14167_1_._0019 ,,,,,,,both,YU-2,88,OM203601,100,1.136363636
SYN_251_1411_1560_398_-_9411_1_._0749 ,,,,,,,both,NL4-3,95.33333333,OM203601,100,1.048951049
SYN_253_3223_3372_408_+_11223_1_.__0253 ,,,,,,,both,Bru,96,ON816670,100,1.041666667
SYN_172_5764_5913_392_-_13764_1_.__0668 ,,,,,,,both,Bru,93.33333333,MK114636,100,1.071428571
SYN_118_211_360_400_+_8211_1_0614 ,,,,,,,both,Bru,96.66666667,ON816670,100,1.034482759
SYN_141_402_551_422_-_8402_1_0637 ,,,,,,,both,NL4-3,96.66666667,ON816670,100,1.034482759
SYN_164_8788_8937_371_+_16788_1_.__0662 ,,,,,,,both,NL4-3,95.97315436,OM203601,100,1.041958042
SYN_464_1444_1593_391_+_9444_1_._Vector_pLVX.TRE_0963 ,,,,,,,both,Bru,100,PQ511571,99.33333333,0.993333333
SYN_261_419_568_396_-_8419_1_._HXB2$H_0758 ,,,,,,,both,HXB2,100,OP700950,99.33333333,0.993333333
SYN_388_4023_4172_357_+_12023_1_.__0386 ,,,,,,,both,Bru,98.66666667,ON816258,100,1.013513514
SYN_38_1688_1837_361_-_9688_1__0536 ,,,,,,,both,YU-2,96.66666667,OM203601,99.33333333,1.027586207
SYN_255_5797_5946_387_+_13797_1_.__0751 ,,,,,,,both,Bru,91.33333333,MK114636,100,1.094890511
SYN_78_1553_1702_374_-_9553_1_._Vector_pLVX.TR_0079 ,,,,,,,both,HXB2,99.33333333,MW754632,99.33333333,1
SYN_125_6082_6231_379_-_14082_1_.__0124 ,,,,,,,both,Bru,81.33333333,MK114636,100,1.229508197
SYN_60_706_855_378_+_8706_1_._HXB2$H_0060 ,,,,,,,both,Bru,100,OM205931,97.33333333,0.973333333
SYN_331_6031_6180_421_+_14031_1_.__0329 ,,,,,,,both,YU-2,90,ON816670,100,1.111111111
SYN_141_2420_2569_422_+_10420_1_.__0140 ,,,,,,,both,Bru,94.66666667,MK114636,100,1.056338028
SYN_492_3826_3975_352_-_11826_1_.__0490 ,,,,,,,both,Bru,95.33333333,OM203601,100,1.048951049
SYN_262_5148_5297_331_-_13148_1_.__0758 ,,,,,,,both,YU-2,85.33333333,MK114636,99.33333333,1.1640625
SYN_302_4438_4587_420_+_12438_1_.__0300 ,,,,,,,both,NL4-3,92.66666667,MK114636,100,1.079136691
SYN_448_7682_7831_362_-_15682_1_._HXB2$Huma_0445 ,,,,,,,both,HXB2,100,OR496826,94,0.94
SYN_474_609_758_343_+_8609_1_0470 ,,,,,,,both,NL4-3,98.66666667,MK114636,100,1.013513514
SYN_363_5691_5840_363_+_13691_1_._HXB2$Huma_0360 ,,,,,,,both,HXB2,99.33333333,MW262776,95.33333333,0.959731544
SYN_171_362_511_402_-_8362_1_0667 ,,,,,,,both,NL4-3,96,ON816670,100,1.041666667
SYN_256_6927_7076_400_+_14927_1_.__0254 ,,,,,,,both,YU-2,95.33333333,OM203601,100,1.048951049
SYN_235_2692_2841_310_+_10692_1_.__0731 ,,,,,,,both,Bru,96.66666667,ON816670,99.33333333,1.027586207
SYN_172_6597_6746_392_+_14597_1_.__0172 ,,,,,,,both,HXB2,86.80555556,ON816670,100,1.152
SYN_166_1900_2049_414_+_9900_1_._HXB2$Huma_0663 ,,,,,,,both,HXB2,100,OR660705,96.66666667,0.966666667
SYN_26_5055_5204_378_+_13055_1_._HXB2$Hum_0027 ,,,,,,,both,HXB2,100,OR737029,95.33333333,0.953333333
SYN_274_1945_2094_300_+_9945_1_.__0772 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_477_4228_4377_384_-_12228_1_.__0973 ,,,,,,,both,Bru,98.66666667,ON816258,100,1.013513514
SYN_78_1120_1269_374_-_9120_1_0078 ,,,,,,,both,HXB2,96.66666667,ON816670,100,1.034482759
SYN_301_5864_6013_309_+_13864_1_.__0797 ,,,,,,,both,YU-2,79.33333333,MK114636,100,1.260504202
SYN_319_144_293_401_+_8144_1_._Vector_pLVX.T_0818 ,,,,,,,both,HXB2,99.33333333,MW753604,94,0.946308725
SYN_42_1967_2116_405_-_9967_1__0042 ,,,,,,,both,Bru,98.66666667,OM203601,100,1.013513514
SYN_414_7229_7378_378_+_15229_1_.__0912 ,,,,,,,both,NY5,94.66666667,OM203601,100,1.056338028
SYN_53_8403_8552_382_-_16403_1_._0551 ,,,,,,,both,NL4-3,94.66666667,OM203601,100,1.056338028
SYN_159_6039_6188_361_-_14039_1_.__0159 ,,,,,,,both,YU-2,64.22764228,ON816670,99.33333333,1.546582278
SYN_493_1764_1913_415_-_9764_1_._0989 ,,,,,,,both,Bru,96.66666667,ON816670,100,1.034482759
SYN_248_678_827_372_-_8678_1_0746 ,,,,,,,both,Bru,97.33333333,OM203601,100,1.02739726
SYN_285_2153_2302_371_+_10153_1_.__0783 ,,,,,,,both,Bru,96.66666667,OM203601,100,1.034482759
SYN_333_7289_7438_372_-_15289_1_.__0829 ,,,,,,,both,Bru,90.66666667,ON816670,100,1.102941176
SYN_231_4984_5133_333_+_12984_1_._HXB2$Huma_0728 ,,,,,,,both,Bru,100,MH897920,99.33333333,0.993333333
SYN_396_6758_6907_432_-_14758_1_.__0393 ,,,,,,,both,YU-2,88.57142857,MK114636,100,1.129032258
SYN_92_1394_1543_405_-_9394_1_._HXB2$Hu_0092 ,,,,,,,both,HXB2,100,MT744335,97.33333333,0.973333333
SYN_194_4669_4818_348_-_12669_1_.__0690 ,,,,,,,both,Bru,94.66666667,ON816670,100,1.056338028
SYN_185_8724_8873_377_+_16724_1_.__0183 ,,,,,,,both,NL4-3,95.27559055,MK114636,100,1.049586777
SYN_431_5428_5577_338_+_13428_1_.__0429 ,,,,,,,both,NY5,94.91525424,OM203601,100,1.053571429
SYN_206_7232_7381_387_+_15232_1_._HXB2$Huma_0703 ,,,,,,,both,HXB2,99.33333333,OQ092463,91.33333333,0.919463087
SYN_354_7443_7592_328_+_15443_1_.__0351 ,,,,,,,both,Bru,94,MK114636,100,1.063829787
SYN_185_1488_1637_377_-_9488_1_._Vector_pLVX.TRE_0186 ,,,,,,,both,HXB2,98.66666667,MT744335,98,0.993243243
SYN_493_4688_4837_415_+_12688_1_.__0489 ,,,,,,,both,NL4-3,92.66666667,MK114636,100,1.079136691
SYN_428_3900_4049_398_-_11900_1_.__0426 ,,,,,,,both,Bru,94.66666667,OM203601,100,1.056338028
SYN_382_1332_1481_407_-_9332_1_._0379 ,,,,,,,both,NY5,96,MK114636,100,1.041666667
SYN_413_467_616_345_+_8467_1_0911 ,,,,,,,both,NY5,94.66666667,OM203601,100,1.056338028
SYN_166_1900_2049_414_+_9900_1_._HXB2$Huma_0165 ,,,,,,,both,HXB2,100,MW753667,96,0.96
SYN_191_7769_7918_365_+_15769_1_._HXB2$Huma_0688 ,,,,,,,both,HXB2,100,MK383471,98,0.98
SYN_414_6487_6636_378_-_14487_1_._HXB2$Huma_0411 ,,,,,,,both,HXB2,100,MW754632,94.66666667,0.946666667
SYN_434_6435_6584_406_+_14435_1_._HXB2$Huma_0431 ,,,,,,,both,HXB2,99.33333333,OM208257,92,0.926174497
SYN_119_1226_1375_397_+_9226_1_._0615 ,,,,,,,both,NL4-3,94.66666667,ON816670,100,1.056338028
SYN_196_8818_8967_384_-_16818_1_._HXB2$Huma_0195 ,,,,,,,both,Bru,99.33333333,OP700950,96.66666667,0.973154362
SYN_304_6504_6653_370_+_14504_1_._HXB2$Huma_0801 ,,,,,,,both,HXB2,100,MK383411,94,0.94
SYN_443_2686_2835_307_+_10686_1_.__0939 ,,,,,,,both,Bru,97.33333333,ON816670,100,1.02739726
SYN_52_8462_8611_415_-_16462_1_._0052 ,,,,,,,both,Bru,90.66666667,MK114636,100,1.102941176
SYN_394_4028_4177_433_+_12028_1_.__0391 ,,,,,,,both,Bru,97.33333333,MK114636,100,1.02739726
SYN_238_4163_4312_346_-_12163_1_.__0237 ,,,,,,,both,HXB2,97.33333333,OM203601,100,1.02739726
SYN_157_3939_4088_407_-_11939_1_.__0155 ,,,,,,,both,Bru,96,MK114636,100,1.041666667
SYN_46_4590_4739_324_+_12590_1_._0046 ,,,,,,,both,Bru,92.66666667,MK114636,100,1.079136691
SYN_17_4675_4824_431_+_12675_1_._0018 ,,,,,,,both,NL4-3,92.66666667,MK114636,99.33333333,1.071942446
SYN_249_4795_4944_413_-_12795_1_._HXB2$Huma_0247 ,,,,,,,both,HXB2,100,OM208257,96,0.96
SYN_395_3753_3902_406_+_11753_1_.__0891 ,,,,,,,both,YU-2,96,MK114636,100,1.041666667
SYN_438_5551_5700_394_-_13551_1_.__0436 ,,,,,,,both,HXB2,84.66666667,OM203601,100,1.181102362
SYN_88_6849_6998_363_-_14849_1_._0584 ,,,,,,,both,Bru,88,MK114636,100,1.136363636
